model,r2,mae,within_5pct
extra_trees,0.9545111863206289,1.325439106747622,99.27007299270073
svr,0.9749418151896808,0.8447528977381709,99.27007299270073
ridge,0.96260007301777,1.238689808585007,99.27007299270073
xgboost,0.9701536078007467,1.276102318230126,98.72262773722628
gradient_boosting,0.9427669688063848,1.4114545626753392,98.54014598540147
knn_k5,0.9303819293635062,1.7036079148305412,97.62773722627736
random_forest,0.9518568236961867,1.6867479514298702,96.71532846715328
lightgbm,0.9560384659829149,1.5661312778770975,95.98540145985402
